time,enmo_mg
2023-11-30T19:45:00.000Z,8.669380593092809
2023-11-30T19:46:00.000Z,7.766641409085598
2023-11-30T19:47:00.000Z,7.614175882230335
2023-11-30T19:48:00.000Z,10.147567094721818
2023-11-30T19:49:00.000Z,10.084403725242437
2023-11-30T19:50:00.000Z,6.250760469597814
2023-11-30T19:51:00.000Z,11.004147164960127
2023-11-30T19:52:00.000Z,4.012470413
2023-11-30T19:53:00.000Z,15.698196426104907
2023-11-30T19:54:00.000Z,9.973828815794487
2023-11-30T19:55:00.000Z,5.626177690675178
2023-11-30T19:56:00.000Z,15.712472438355427
2023-11-30T19:57:00.000Z,86.91538291131184
2023-11-30T19:58:00.000Z,34.508319578015836
2023-11-30T19:59:00.000Z,0.007546989
2023-11-30T20:00:00.000Z,0
2023-11-30T20:01:00.000Z,20.11712514415656
2023-11-30T20:02:00.000Z,48.84646085
2023-11-30T20:03:00.000Z,0.038649683835661044
2023-11-30T20:04:00.000Z,0.046174008
2023-11-30T20:05:00.000Z,24.40882672
2023-11-30T20:06:00.000Z,0.04241699
2023-11-30T20:07:00.000Z,0
2023-11-30T20:08:00.000Z,0.24541352440433273
2023-11-30T20:09:00.000Z,0.17010568504528106
2023-11-30T20:10:00.000Z,0.009001609
2023-11-30T20:11:00.000Z,0.4818514151942614
2023-11-30T20:12:00.000Z,0
2023-11-30T20:13:00.000Z,0.013667568240823727
2023-11-30T20:14:00.000Z,23.545580242905125
2023-11-30T20:15:00.000Z,26.933144699872503
2023-11-30T20:16:00.000Z,3.8030545869263817
2023-11-30T20:17:00.000Z,0
2023-11-30T20:18:00.000Z,0.098553033
2023-11-30T20:19:00.000Z,0
2023-11-30T20:20:00.000Z,0
2023-11-30T20:21:00.000Z,0
2023-11-30T20:22:00.000Z,0
2023-11-30T20:23:00.000Z,0.12081490887409232
2023-11-30T20:24:00.000Z,0.14533137765582582
2023-11-30T20:25:00.000Z,19.080645918675188
2023-11-30T20:26:00.000Z,15.352788814520943
2023-11-30T20:27:00.000Z,0
2023-11-30T20:28:00.000Z,0.022854059335801504
2023-11-30T20:29:00.000Z,0
2023-11-30T20:30:00.000Z,0.013799353804291195
2023-11-30T20:31:00.000Z,0.016089017147032942
2023-11-30T20:32:00.000Z,0.099029628
2023-11-30T20:33:00.000Z,0.042098936
2023-11-30T20:34:00.000Z,0.054161839
2023-11-30T20:35:00.000Z,0.001606946
2023-11-30T20:36:00.000Z,0.15250142261785526
2023-11-30T20:37:00.000Z,0.005259969
2023-11-30T20:38:00.000Z,0
2023-11-30T20:39:00.000Z,0
2023-11-30T20:40:00.000Z,0.079289221
2023-11-30T20:41:00.000Z,0.06727518
2023-11-30T20:42:00.000Z,0.01614405
2023-11-30T20:43:00.000Z,0
2023-11-30T20:44:00.000Z,0
2023-11-30T20:45:00.000Z,0
2023-11-30T20:46:00.000Z,0
2023-11-30T20:47:00.000Z,0
2023-11-30T20:48:00.000Z,0
2023-11-30T20:49:00.000Z,0.016283814962238782
2023-11-30T20:50:00.000Z,0.35737923833948776
2023-11-30T20:51:00.000Z,0.050922734313448896
2023-11-30T20:52:00.000Z,16.05684978494987
2023-11-30T20:53:00.000Z,0.12950860691683225
2023-11-30T20:54:00.000Z,0.4901302521556183
2023-11-30T20:55:00.000Z,0.3301712220585648
2023-11-30T20:56:00.000Z,1.0461436170205831
2023-11-30T20:57:00.000Z,11.070642460405503
2023-11-30T20:58:00.000Z,1.8923795915644614
2023-11-30T20:59:00.000Z,3.983152933038719
2023-11-30T21:00:00.000Z,3.913235791307596
2023-11-30T21:01:00.000Z,0.21820875473525345
2023-11-30T21:02:00.000Z,0.004112779
2023-11-30T21:03:00.000Z,11.735444633680439
2023-11-30T21:04:00.000Z,6.169191970890618
2023-11-30T21:05:00.000Z,19.00995038758525
2023-11-30T21:06:00.000Z,83.99470855754952
2023-11-30T21:07:00.000Z,12.3207352
2023-11-30T21:08:00.000Z,9.045952181885143
2023-11-30T21:09:00.000Z,11.63432649106123
2023-11-30T21:10:00.000Z,19.479934282902114
2023-11-30T21:11:00.000Z,12.815099700664968
2023-11-30T21:12:00.000Z,16.318950707752226
2023-11-30T21:13:00.000Z,27.10332162249547
2023-11-30T21:14:00.000Z,19.26710924
2023-11-30T21:15:00.000Z,7.753835164993774
2023-11-30T21:16:00.000Z,17.654097307935032
2023-11-30T21:17:00.000Z,9.926451020432513
2023-11-30T21:18:00.000Z,20.618840101360448
2023-11-30T21:19:00.000Z,0
2023-11-30T21:20:00.000Z,59.74189343462657
2023-11-30T21:21:00.000Z,0.6727744925533854
2023-11-30T21:22:00.000Z,2.9657406956168497
2023-11-30T21:23:00.000Z,0
2023-11-30T21:24:00.000Z,0
2023-11-30T21:25:00.000Z,0
2023-11-30T21:26:00.000Z,0
2023-11-30T21:27:00.000Z,0
2023-11-30T21:28:00.000Z,0
2023-11-30T21:29:00.000Z,0
2023-11-30T21:30:00.000Z,0.026800203
2023-11-30T21:31:00.000Z,0
2023-11-30T21:32:00.000Z,0.038781658
2023-11-30T21:33:00.000Z,0
2023-11-30T21:34:00.000Z,0
2023-11-30T21:35:00.000Z,0
2023-11-30T21:36:00.000Z,0.18139712063085112
2023-11-30T21:37:00.000Z,0
2023-11-30T21:38:00.000Z,0
2023-11-30T21:39:00.000Z,23.016823116647842
2023-11-30T21:40:00.000Z,0
2023-11-30T21:41:00.000Z,0.00450991
2023-11-30T21:42:00.000Z,0
2023-11-30T21:43:00.000Z,0
2023-11-30T21:44:00.000Z,0
2023-11-30T21:45:00.000Z,0
2023-11-30T21:46:00.000Z,0
2023-11-30T21:47:00.000Z,0
2023-11-30T21:48:00.000Z,0
2023-11-30T21:49:00.000Z,0
2023-11-30T21:50:00.000Z,0
2023-11-30T21:51:00.000Z,0
2023-11-30T21:52:00.000Z,0
2023-11-30T21:53:00.000Z,0
2023-11-30T21:54:00.000Z,0
2023-11-30T21:55:00.000Z,0
2023-11-30T21:56:00.000Z,0
2023-11-30T21:57:00.000Z,0
2023-11-30T21:58:00.000Z,20.69823615534146
2023-11-30T21:59:00.000Z,0.010506313
2023-11-30T22:00:00.000Z,0
2023-11-30T22:01:00.000Z,0
2023-11-30T22:02:00.000Z,0
2023-11-30T22:03:00.000Z,0
2023-11-30T22:04:00.000Z,0
2023-11-30T22:05:00.000Z,0
2023-11-30T22:06:00.000Z,0
2023-11-30T22:07:00.000Z,0
2023-11-30T22:08:00.000Z,0.018197556984396828
2023-11-30T22:09:00.000Z,0
2023-11-30T22:10:00.000Z,0
2023-11-30T22:11:00.000Z,0
2023-11-30T22:12:00.000Z,0
2023-11-30T22:13:00.000Z,0.12456641807426898
2023-11-30T22:14:00.000Z,0.05438675
2023-11-30T22:15:00.000Z,0.11265154814289931
2023-11-30T22:16:00.000Z,0
2023-11-30T22:17:00.000Z,0
2023-11-30T22:18:00.000Z,0.22124050313907367
2023-11-30T22:19:00.000Z,26.68736664
2023-11-30T22:20:00.000Z,0
2023-11-30T22:21:00.000Z,0.010712513
2023-11-30T22:22:00.000Z,0.071782375
2023-11-30T22:23:00.000Z,0
2023-11-30T22:24:00.000Z,0.019985362306248915
